horizon,horizon_months,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,terminal_reason,included_in_summary,nominal_ret,real_ret
30y,360,1,18662,201905,204904,202005,13,13,delisted,True,-0.8350079186676123,-0.8355523280563155
30y,360,1,18663,201905,204904,202512,80,80,sample_end,False,-0.8685755083284395,-0.8963590451045693
30y,360,1,18664,201905,204904,202512,80,80,sample_end,False,-0.9405777548300339,-0.9531397979697999
30y,360,1,18665,193002,196001,193202,25,25,delisted,True,-0.9921874894640149,-0.9905252531797628
30y,360,1,18666,198306,201305,199204,107,107,delisted,True,-0.960416778508278,-0.9718519313836643
30y,360,1,18667,201905,204904,202512,80,80,sample_end,False,-0.9462225029960285,-0.957591229226083
30y,360,1,18668,201905,204904,202512,80,80,sample_end,False,0.4772388166011394,0.16494604326682616
30y,360,1,18669,201905,204904,202207,39,39,delisted,True,-0.021786936323985095,-0.156258380711639
30y,360,1,18670,201905,204904,202512,80,80,sample_end,False,-0.9998407644209232,-0.9998744273060604
30y,360,1,18671,201905,204904,202512,80,80,sample_end,False,1.4196756557523864,0.9081488717195638
30y,360,1,18673,193002,196001,196001,360,360,complete,True,37.97891496928674,21.74878655204106
30y,360,2,18673,196002,199001,198608,319,319,delisted,True,16.264052732354816,3.611091568441169
30y,360,1,18674,197212,200211,197403,16,16,delisted,True,-0.8360659668142759,-0.8545857111490649
30y,360,1,18675,201905,204904,202512,80,80,sample_end,False,-0.8465700652369434,-0.8790056195299871
30y,360,1,18676,201905,204904,202512,80,80,sample_end,False,4.440528778503384,3.2903844676781784
30y,360,1,18677,201905,204904,202512,80,80,sample_end,False,0.586817801337616,0.2513596977547734
30y,360,1,18678,201905,204904,202512,80,80,sample_end,False,-0.9979151862802637,-0.9983559222337908
30y,360,1,18681,193002,196001,196001,360,360,complete,True,26.002856518988846,14.759346296065159
30y,360,2,18681,196002,199001,199001,360,360,complete,True,23.638434434625047,4.666453131354127
30y,360,3,18681,199002,202001,200211,154,154,delisted,True,2.165633624170848,1.224499303471407
30y,360,1,18682,197212,200211,198401,134,134,delisted,True,-0.7898802902277005,-0.9125704053548038
30y,360,1,18702,193003,196002,196002,360,360,complete,True,18.69449866702256,10.387975419706938
30y,360,2,18702,196003,199002,197901,227,227,delisted,True,-0.7980242974880735,-0.9130587751998441
30y,360,1,18709,201905,204904,202512,80,80,sample_end,False,0.13661767255192214,-0.10366675620329124
30y,360,1,18710,193003,196002,196002,360,360,complete,True,11.625140045342075,6.300251046626377
30y,360,2,18710,196003,199002,198108,258,258,delisted,True,3.9922812964773655,0.5901741074369973
30y,360,1,18711,198102,201101,199801,204,204,delisted,True,-0.9989922302122429,-0.9994574506711952
30y,360,1,18719,201905,204904,202503,71,71,delisted,True,-0.9493813153216326,-0.9595511442118724
30y,360,1,18723,201905,204904,202512,80,80,sample_end,False,-0.7522254993676982,-0.8046057814821499
30y,360,1,18724,201906,204905,202512,79,79,sample_end,False,0.009172380904966637,-0.20247559551582472
30y,360,1,18725,201906,204905,202512,79,79,sample_end,False,-0.11206225970525041,-0.29828438535687685
30y,360,1,18726,201906,204905,202512,79,79,sample_end,False,7.082112014490157,5.387096687634823
30y,360,1,18727,201906,204905,202512,79,79,sample_end,False,-0.055444265843655915,-0.25354056092019717
30y,360,1,18728,201906,204905,202303,46,46,delisted,True,-0.7053453302190491,-0.7500009816803056
30y,360,1,18729,193003,196002,196002,360,360,complete,True,12.030425876130575,6.534599996402032
30y,360,2,18729,196003,199002,199002,360,360,complete,True,24.6324518798518,4.8874537911534786
30y,360,3,18729,199003,202002,202002,360,360,complete,True,35.009936175779025,16.818569149675373
30y,360,4,18729,202003,205002,202512,70,70,sample_end,False,0.3376779743755045,0.06780926344222404
30y,360,1,18730,198408,201407,198710,39,39,delisted,True,0.099096820743241,-0.007667137559657755
30y,360,1,18734,201906,204905,202106,25,25,delisted,True,0.1470737590654725,0.08119520753560927
30y,360,1,18735,201906,204905,202512,79,79,sample_end,False,-0.6457381196690861,-0.7200354463833059
30y,360,1,18736,201906,204905,202302,45,45,delisted,True,0.054925709395377886,-0.10198765200611237
30y,360,1,18737,193003,196002,193205,27,27,delisted,True,-0.9791666238777447,-0.9741483653957416
30y,360,1,18738,198106,201105,199702,189,189,delisted,True,-0.7710282915663242,-0.8711675475103753
30y,360,1,18743,201906,204905,202512,79,79,sample_end,False,-0.7786263403199785,-0.8250537772878097
30y,360,1,18745,193003,196002,196002,360,360,complete,True,5.448930129610249,2.728973204196402
30y,360,2,18745,196003,199002,196303,37,37,delisted,True,-0.7499998608548228,-0.7590162593157964
30y,360,1,18746,198408,201407,198510,15,15,delisted,True,-0.3214283482797332,-0.3501443519403883
30y,360,1,18753,193003,196002,193612,82,82,delisted,True,0.317078442188266,0.5993095369428967
30y,360,1,18754,198402,201401,199902,181,181,delisted,True,12.437482891468004,7.323887578362259
30y,360,1,18756,201906,204905,202105,24,24,delisted,True,-0.20122423712004056,-0.24010444968348388
30y,360,1,18762,197212,200211,199401,254,254,delisted,True,-0.8861652464060564,-0.9669863642107852
30y,360,1,18763,201906,204905,202212,43,43,delisted,True,0.12529898200753142,-0.029033086923814677
30y,360,1,18767,201906,204905,202512,79,79,sample_end,False,3.1605267465282427,2.2879631653116754
30y,360,1,18768,201906,204905,202512,79,79,sample_end,False,-0.5047622070411504,-0.6086256090823823
30y,360,1,18769,201906,204905,202512,79,79,sample_end,False,-0.5970230014939375,-0.6815370725205847
30y,360,1,18770,201906,204905,202512,79,79,sample_end,False,1.7764078794154736,1.1941276659299596
30y,360,1,18771,201906,204905,202209,40,40,delisted,True,0.716667491192009,0.4811757471306157
30y,360,1,18772,201906,204905,202511,78,78,delisted,True,1.9672387070530695,1.3444446688797225
30y,360,1,18773,201906,204905,202512,79,79,sample_end,False,-0.9970848292145599,-0.9976962113821001
30y,360,1,18774,201906,204905,202402,57,57,delisted,True,-0.9855954975696368,-0.9881128947094456
30y,360,1,18775,201906,204905,202512,79,79,sample_end,False,-0.8515461569087569,-0.8826805360065835
30y,360,1,18776,201906,204905,202512,79,79,sample_end,False,1.5547771147002458,1.018978259357437
30y,360,1,18777,201906,204905,202402,57,57,delisted,True,14.682814160050109,11.942013379077322
30y,360,1,18778,201906,204905,202204,35,35,delisted,True,-0.48615363661023747,-0.5448362282280693
30y,360,1,18779,201906,204905,202407,62,62,delisted,True,2.147783746737208,1.562860797575588
30y,360,1,18780,201906,204905,202512,79,79,sample_end,False,-0.9942041645505282,-0.9954196921132709
30y,360,1,18781,202006,205005,202512,67,67,sample_end,False,-0.9999712447513064,-0.9999772486275943
30y,360,1,18782,201906,204905,202012,19,19,delisted,True,0.6963210867742831,0.6677835782235446
30y,360,1,18783,201906,204905,202512,79,79,sample_end,False,-0.7206024918594354,-0.7791989401311711
30y,360,1,18784,201906,204905,202512,79,79,sample_end,False,-0.45397937674940514,-0.568493172590089
30y,360,1,18785,201906,204905,202512,79,79,sample_end,False,0.24130054920358113,-0.019030346032935186
30y,360,1,18786,201907,204906,202408,62,62,delisted,True,0.29992862056969694,0.05772505577765852
30y,360,1,18787,201907,204906,202109,27,27,delisted,True,-0.08582602230580005,-0.1463699275690813
30y,360,1,18788,193003,196002,193907,113,113,delisted,True,0.6502798983907114,1.0329534980175428
30y,360,1,18789,201907,204906,202512,78,78,sample_end,False,-0.9389838003862528,-0.9517707776553783
30y,360,1,18790,201907,204906,202009,15,15,delisted,True,2.6758505846328684,2.617425066465408
30y,360,1,18794,201907,204906,202105,23,23,delisted,True,0.018180742376448844,-0.031186055110494104
30y,360,1,18796,193003,196002,196002,360,360,complete,True,12.11817522355934,6.585339414983285
30y,360,2,18796,196003,199002,198611,321,321,delisted,True,27.87833821699868,6.690427025179024
30y,360,1,18797,197212,200211,197702,51,51,delisted,True,1.8557433404345565,1.0487904845080398
30y,360,1,18802,201907,204906,202311,53,53,delisted,True,-0.9943765690110181,-0.9953089145327298
30y,360,1,18806,201907,204906,202512,78,78,sample_end,False,2.5076897927153565,1.7725940324004301
30y,360,1,18808,201907,204906,202512,78,78,sample_end,False,-0.3253581678111238,-0.4667407814057064
30y,360,1,18809,193003,196002,193612,82,82,delisted,True,0.24519832231713257,0.5120265342422321
30y,360,1,18810,201907,204906,202107,25,25,delisted,True,-0.25248936423607016,-0.29865379949494986
30y,360,1,18815,201907,204906,202505,71,71,delisted,True,-0.980675617229778,-0.9846023505640957
30y,360,1,18817,193004,196003,196003,360,360,complete,True,11.582293854220774,6.23267912028338
30y,360,2,18817,196004,199003,199003,360,360,complete,True,-0.933235269217544,-0.9847483831779005
30y,360,3,18817,199004,202003,199009,6,6,delisted,True,-1.0,-1.0
30y,360,1,18818,197212,200211,197603,40,40,delisted,True,-0.109733500299933,-0.3247352488858165
30y,360,1,18824,201907,204906,202512,78,78,sample_end,False,4.347253965933368,3.2266464002791837
30y,360,1,18825,193004,196003,196003,360,360,complete,True,12.96969174020726,7.030196952704209
30y,360,2,18825,196004,199003,197512,189,189,delisted,True,1.8857804839775993,0.528683715836785
30y,360,1,18826,197912,200911,198207,32,32,delisted,True,-0.7999999406993479,-0.8443076461444153
30y,360,1,18827,201907,204906,202512,78,78,sample_end,False,-0.7809656473895202,-0.8268680029232596
30y,360,1,18828,201907,204906,202512,78,78,sample_end,False,0.2618088990356613,-0.0026245106504124704
30y,360,1,18829,201907,204906,202512,78,78,sample_end,False,-0.35204276155876046,-0.48783316692262924
30y,360,1,18830,201907,204906,202511,77,77,delisted,True,-0.9850357751232897,-0.9881742632323779
30y,360,1,18831,201907,204906,202512,78,78,sample_end,False,-0.9997467263506364,-0.9997998041302717
30y,360,1,18832,201907,204906,202512,78,78,sample_end,False,0.8177614626910212,0.4368187843324447
30y,360,1,18833,193004,196003,194312,165,165,delisted,True,-0.050880687833220084,-0.0781542312862894
30y,360,1,18834,197802,200801,199305,184,184,delisted,True,3.1370892356846225,0.7931212013196185
30y,360,1,18835,201907,204906,202512,78,78,sample_end,False,2.521707101484262,1.7836737768874364
30y,360,1,18836,201907,204906,202512,78,78,sample_end,False,-0.712770033439463,-0.7729639340211336
30y,360,1,18837,201907,204906,202512,78,78,sample_end,False,0.1315413863472541,-0.10559226140351718
30y,360,1,18838,201907,204906,202512,78,78,sample_end,False,-0.16222548208040455,-0.3377953108325188
30y,360,1,18839,201907,204906,202512,78,78,sample_end,False,0.694171977529938,0.339129567419167
30y,360,1,18840,201907,204906,202512,78,78,sample_end,False,-0.9892597625836922,-0.9915105611023924
30y,360,1,18841,193004,196003,196003,360,360,complete,True,3.8215582917489845,1.7715760248489083
30y,360,2,18841,196004,199003,196804,97,97,delisted,True,0.777561509708335,0.5191950112042178
30y,360,1,18842,198311,201310,199309,119,119,delisted,True,1.447876191960146,0.7038972804133348
30y,360,1,18844,201907,204906,202512,78,78,sample_end,False,-0.5076483851692852,-0.6108289986311424
30y,360,1,18845,201907,204906,202512,78,78,sample_end,False,-0.7478788543018842,-0.8007151072890555
30y,360,1,18846,201907,204906,202512,78,78,sample_end,False,4.979536410322902,3.7264233576790824
30y,360,1,18847,201907,204906,202512,78,78,sample_end,False,-0.08610379563010195,-0.27762621206367244
30y,360,1,18851,201907,204906,202512,78,78,sample_end,False,0.29570848550021744,0.024170843752837623
30y,360,1,18852,201907,204906,202211,41,41,delisted,True,-0.027721970875040247,-0.1634766225831269
30y,360,1,18853,201907,204906,202210,40,40,delisted,True,0.0665277327931133,-0.08331337979401388
30y,360,1,18854,201907,204906,202101,19,19,delisted,True,-0.5058128462598777,-0.5160883389512424
30y,360,1,18855,201907,204906,202512,78,78,sample_end,False,-0.9862610532188401,-0.9891402820351959
30y,360,1,18856,201907,204906,202512,78,78,sample_end,False,7.304477180379507,5.56413344200024
30y,360,1,18868,192607,195606,194706,252,252,delisted,True,0.7676534792560246,0.42215757194689485
30y,360,1,18876,193004,196003,196003,360,360,complete,True,0.3999710786623285,-0.19525472008865974
30y,360,2,18876,196004,199003,196101,10,10,delisted,True,-0.014562855570035782,-0.02779019979057218
30y,360,1,18877,197212,200211,198108,105,105,delisted,True,1.6888749854953278,0.23519284274108299
30y,360,1,18884,193004,196003,196003,360,360,complete,True,4.121428056627982,1.9439501413950007
30y,360,2,18884,196004,199003,198205,266,266,delisted,True,6.1225576162660476,1.1858370972674512
30y,360,1,18885,197212,200211,197801,62,62,delisted,True,-0.942856885147911,-0.9612341108843429
30y,360,1,18886,201908,204907,202512,77,77,sample_end,False,0.8171913457638709,0.4387682323747957
30y,360,1,18887,201908,204907,202512,77,77,sample_end,False,-0.9837364117872116,-0.9871232415235013
30y,360,1,18892,193004,196003,193810,103,103,delisted,True,-0.982734024285715,-0.9791575007448987
30y,360,1,18893,198309,201308,198311,3,3,delisted,True,0.0,-0.009881422924901129
30y,360,1,18894,201908,204907,202512,77,77,sample_end,False,-0.9833332972394934,-0.9868040740309765
30y,360,1,18895,201908,204907,202502,67,67,delisted,True,0.09909213003815287,-0.11622978765327185
30y,360,1,18896,201908,204907,202512,77,77,sample_end,False,1.16506514935321,0.7141986534179547
30y,360,1,18897,201908,204907,202512,77,77,sample_end,False,-0.9666493298321645,-0.9735944787114749
30y,360,1,18898,201908,204907,202512,77,77,sample_end,False,1.6685254590158838,1.112815288640673
30y,360,1,18899,201908,204907,202512,77,77,sample_end,False,-0.2529645775116113,-0.4085318330177442
30y,360,1,18900,201908,204907,202201,30,30,delisted,True,-0.8069819374645799,-0.8238549186806405
30y,360,1,18901,201908,204907,202512,77,77,sample_end,False,-0.9988533325475675,-0.9990921216373256
30y,360,1,18902,201908,204907,202512,77,77,sample_end,False,-0.9804245396365034,-0.9845010540190132
30y,360,1,18903,201908,204907,202405,58,58,delisted,True,-0.5012629723549213,-0.5925689643997804
30y,360,1,18904,201908,204907,202512,77,77,sample_end,False,0.058404406503872464,-0.16200424317828233
30y,360,1,18905,193004,196003,196003,360,360,complete,True,15.790935232168444,8.651932157266879
30y,360,2,18905,196004,199003,198403,288,288,delisted,True,13.71503988091149,3.216590375231948
30y,360,1,18906,201909,204908,202004,8,8,delisted,True,-0.7722959819051736,-0.7721458897442071
30y,360,1,18907,201909,204908,202309,49,49,delisted,True,-0.9751049307035335,-0.9792486762406621
30y,360,1,18908,201909,204908,202512,76,76,sample_end,False,-0.6908064032959869,-0.7552071852740955
30y,360,1,18909,201909,204908,202512,76,76,sample_end,False,9.952786067320101,7.671471075374809
30y,360,1,18910,201909,204908,202512,76,76,sample_end,False,-0.22326129127573235,-0.3850453022246896
30y,360,1,18911,201909,204908,202512,76,76,sample_end,False,2.6215768335965195,1.8672520915460238
30y,360,1,18912,201909,204908,202209,37,37,delisted,True,0.3958234285424882,0.20653643830356216
30y,360,1,18913,201910,204909,202512,75,75,sample_end,False,0.8654818771492718,0.47808470592854735
30y,360,1,18914,197212,200211,200211,360,360,complete,True,16.573314816242693,3.109809973572478
30y,360,2,18914,200212,203211,200710,59,59,delisted,True,1.3601611010769536,1.0483351250610462
30y,360,1,18915,201910,204909,202512,75,75,sample_end,False,-0.30358280803749493,-0.4482049849991021
30y,360,1,18921,193004,196003,196003,360,360,complete,True,112.41049657725677,64.19174803250492
30y,360,2,18921,196004,199003,199003,360,360,complete,True,3.696065169449035,0.07276080793940976
30y,360,3,18921,199004,202003,200004,121,121,delisted,True,0.5741098176268762,0.1826499330331519
30y,360,1,18922,197605,200604,198706,134,134,delisted,True,-0.9583334257629216,-0.979405332029074
30y,360,1,18926,201909,204908,202512,76,76,sample_end,False,1.3596684933124972,0.8681819366749592
30y,360,1,18936,201909,204908,202512,76,76,sample_end,False,-0.9350102891121649,-0.9485467537942405
30y,360,1,18937,201909,204908,202512,76,76,sample_end,False,-0.9659838236261337,-0.9730689262341264
30y,360,1,18938,201909,204908,202512,76,76,sample_end,False,2.2881001906966203,1.6032340558201539
30y,360,1,18939,201909,204908,202107,23,23,delisted,True,0.03222586143397588,-0.029952775032589973
30y,360,1,18940,201909,204908,202512,76,76,sample_end,False,-0.7608679389182591,-0.8106758647416503
30y,360,1,18941,201909,204908,202512,76,76,sample_end,False,0.2627306450046323,-0.0002788151940772421
30y,360,1,18948,193004,196003,196003,360,360,complete,True,37.51632949193039,21.140339061687932
30y,360,2,18948,196004,199003,199003,360,360,complete,True,35.56587191242707,7.353043000974051
30y,360,3,18948,199004,202003,199611,80,80,delisted,True,2.5107092162264304,1.848854200052596
