horizon,horizon_months,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,terminal_reason,included_in_summary,nominal_ret,real_ret
30y,360,1,18194,201810,204809,202002,17,17,delisted,True,0.08054352540495935,0.054482124532054144
30y,360,1,18195,201810,204809,202512,87,87,sample_end,False,-0.889285736986421,-0.9137532700078232
30y,360,1,18197,201810,204809,202403,66,66,delisted,True,-0.9957227652076613,-0.9965429707050729
30y,360,1,18198,192908,195907,195907,360,360,complete,True,2.893407366299928,1.3067105286639973
30y,360,2,18198,195908,198907,198907,360,360,complete,True,24.99569525649333,5.101883452488809
30y,360,3,18198,198908,201907,200004,129,129,delisted,True,-0.6371497496029677,-0.7364940388243382
30y,360,1,18199,197902,200901,198312,59,59,delisted,True,-0.7500002959769387,-0.8314414631315392
30y,360,1,18200,192908,195907,195907,360,360,complete,True,7.2360113301659705,3.879554657940794
30y,360,2,18200,195908,198907,198511,316,316,delisted,True,13.85783703796073,2.980264600994991
30y,360,1,18201,198101,201012,199012,120,120,delisted,True,-0.9652778236057089,-0.977604455733727
30y,360,1,18202,201810,204809,202201,40,40,delisted,True,0.04162447027068006,-0.06473942674086341
30y,360,1,18203,201810,204809,202512,87,87,sample_end,False,1.7519684629736743,1.1437913644781776
30y,360,1,18204,201810,204809,202102,29,29,delisted,True,0.3422706719196935,0.2883020149069464
30y,360,1,18205,201810,204809,202210,49,49,delisted,True,-0.8217389044345721,-0.8489991923028569
30y,360,1,18206,201810,204809,202512,87,87,sample_end,False,-0.6497123678647105,-0.7271249249550991
30y,360,1,18208,201810,204809,202312,63,63,delisted,True,-0.8824998704593289,-0.9033023569953074
30y,360,1,18209,201810,204809,202309,60,60,delisted,True,-0.9893741738526246,-0.9912850266682133
30y,360,1,18210,201810,204809,202210,49,49,delisted,True,-0.9793199371521749,-0.9824824021004452
30y,360,1,18211,201810,204809,202512,87,87,sample_end,False,-0.9854267369278391,-0.9886473860632079
30y,360,1,18212,201810,204809,202512,87,87,sample_end,False,-0.016954142269902883,-0.23420444345841118
30y,360,1,18213,201810,204809,202512,87,87,sample_end,False,-0.5282298144539568,-0.6324896657067725
30y,360,1,18214,201810,204809,202512,87,87,sample_end,False,1.2657095677836896,0.7649942836124413
30y,360,1,18215,201810,204809,202512,87,87,sample_end,False,-0.9712667217082466,-0.9776166933946443
30y,360,1,18217,201811,204810,202512,86,86,sample_end,False,-0.9750080848110967,-0.980496829316886
30y,360,1,18219,192908,195907,193506,71,71,delisted,True,-0.9481450309032392,-0.934518907636937
30y,360,1,18220,198103,201102,199008,114,114,delisted,True,-0.23663730830841467,-0.490124767479556
30y,360,1,18221,201811,204810,202104,30,30,delisted,True,0.1887054771458716,0.12563670489127188
30y,360,1,18223,201811,204810,202512,86,86,sample_end,False,-0.9203949566151451,-0.9378778802410123
30y,360,1,18224,201811,204810,202512,86,86,sample_end,False,1.8060102944655685,1.1897520577308893
30y,360,1,18227,192512,195511,195110,311,311,delisted,True,28.443907136771625,19.228638490911816
30y,360,1,18228,198109,201108,198211,15,15,delisted,True,-0.6617643369920687,-0.6814372275955913
30y,360,1,18235,192908,195907,194312,173,173,delisted,True,-0.6645202909586032,-0.6664483352634384
30y,360,1,18236,198312,201311,198911,72,72,delisted,True,-0.9318180212728796,-0.9451944698396776
30y,360,1,18243,192909,195908,195908,360,360,complete,True,-0.722562581271136,-0.8356278306846114
30y,360,2,18243,195909,198908,197405,177,177,delisted,True,-0.14143002216468548,-0.48415137134174435
30y,360,1,18244,198306,201305,200512,271,271,delisted,True,3.652192976746595,1.3450078419373108
30y,360,1,18246,201811,204810,201911,13,13,delisted,True,-0.9066337068634862,-0.9082029523194175
30y,360,1,18247,201811,204810,202311,61,61,delisted,True,-0.9789843545601087,-0.9826916652378045
30y,360,1,18248,201811,204810,202512,86,86,sample_end,False,0.17302447584749614,-0.0845961025795281
30y,360,1,18249,201811,204810,202203,41,41,delisted,True,0.2461239533643238,0.09607537963484636
30y,360,1,18250,201811,204810,202006,20,20,delisted,True,0.6143613890577071,0.5836017481656439
30y,360,1,18251,192909,195908,195908,360,360,complete,True,2.0703631953856068,0.8190850438414694
30y,360,2,18251,195909,198908,198605,321,321,delisted,True,3.3332738944925033,0.16190631514399723
30y,360,1,18252,198403,201402,198902,60,60,delisted,True,-0.9900000095800044,-0.9915789554357932
30y,360,1,18253,201811,204810,202512,86,86,sample_end,False,-0.9969348613717457,-0.9976080295814708
30y,360,1,18255,201811,204810,202512,86,86,sample_end,False,-0.6881727147031498,-0.7566564737904982
30y,360,1,18257,201811,204810,202512,86,86,sample_end,False,1.7056092703151022,1.1114011872207539
30y,360,1,18260,201811,204810,202101,27,27,delisted,True,-0.1724124524084627,-0.1999278353530216
30y,360,1,18261,201811,204810,202512,86,86,sample_end,False,-0.9992581924886723,-0.9994211088506789
30y,360,1,18262,201811,204810,202108,34,34,delisted,True,0.2827594320754381,0.18578124912872207
30y,360,1,18263,201811,204810,202109,35,35,delisted,True,0.0928134658141786,0.007459200548352474
30y,360,1,18267,201812,204811,202512,85,85,sample_end,False,5.308637229792173,3.906639973962246
30y,360,1,18278,192909,195908,195908,360,360,complete,True,1.5460710066631163,0.5084598772353359
30y,360,2,18278,195909,198908,198908,360,360,complete,True,13.68498415300109,2.441424857685656
30y,360,3,18278,198909,201908,199205,33,33,delisted,True,-0.9374998937161556,-0.9442554528062491
30y,360,1,18279,198212,201211,198511,36,36,delisted,True,-0.9545454107432748,-0.959132571126981
30y,360,1,18286,192909,195908,195908,360,360,complete,True,8.748368520489253,4.775574500152885
30y,360,2,18286,195909,198908,198908,360,360,complete,True,-0.7054940585401854,-0.930982556255003
30y,360,3,18286,198909,201908,200512,196,196,delisted,True,-0.32617621265155217,-0.5733818907336561
30y,360,1,18287,198303,201302,199703,169,169,delisted,True,-0.9836956566467452,-0.9900237799107272
30y,360,1,18292,201812,204811,202512,85,85,sample_end,False,-0.9873214065192606,-0.9901390282369649
30y,360,1,18294,192909,195908,193903,115,115,delisted,True,-0.9931318726860878,-0.9914518990985122
30y,360,1,18295,198307,201306,198509,27,27,delisted,True,-0.9326922763644142,-0.9381614173431136
30y,360,1,18297,201812,204811,202512,85,85,sample_end,False,0.1316578696732431,-0.11983562567749573
30y,360,1,18298,201812,204811,202512,85,85,sample_end,False,0.04454693809406196,-0.18758749719691392
30y,360,1,18299,201812,204811,202512,85,85,sample_end,False,0.2799008296399561,-0.004537375558410273
30y,360,1,18301,201812,204811,202010,23,23,delisted,True,-0.9947252657053294,-0.9948944134055325
30y,360,1,18302,201812,204811,202509,82,82,delisted,True,-0.9886270264734571,-0.9911748106475283
30y,360,1,18303,201812,204811,202512,85,85,sample_end,False,-0.992613235354788,-0.9942548297887082
30y,360,1,18305,201812,204811,202512,85,85,sample_end,False,1.5677300304382134,0.9970916619192649
30y,360,1,18306,201812,204811,202512,85,85,sample_end,False,-0.9888187399204076,-0.9913036023997842
30y,360,1,18307,192909,195908,193106,22,22,delisted,True,-0.9964652125207947,-0.9959502103715066
30y,360,1,18308,198312,201311,199903,184,184,delisted,True,-0.8076930336191463,-0.8820517272864095
30y,360,1,18309,201812,204811,202512,85,85,sample_end,False,-0.9895035986278234,-0.9918362618296931
30y,360,1,18310,201812,204811,201903,4,4,delisted,True,-0.2392708488521803,-0.24574687139757279
30y,360,1,18311,201812,204811,202512,85,85,sample_end,False,0.6226130843523068,0.2620123700185384
30y,360,1,18312,201812,204811,202512,85,85,sample_end,False,0.5854872931854995,0.23313721293329825
30y,360,1,18313,201812,204811,202103,28,28,delisted,True,1.4380192896924568,1.3198447042797499
30y,360,1,18314,201812,204811,202302,51,51,delisted,True,-0.9218517055958523,-0.9345288531278002
30y,360,1,18315,192910,195909,195909,360,360,complete,True,19.514301033378647,11.112539518001741
30y,360,2,18315,195910,198909,198909,360,360,complete,True,1.2413217064181845,-0.4746341920155769
30y,360,3,18315,198910,201909,199004,7,7,delisted,True,0.02564054994892162,-0.005391243261325118
30y,360,1,18316,197212,200211,199502,267,267,delisted,True,-0.3088258639261765,-0.8057933507652082
30y,360,1,18317,201812,204811,202512,85,85,sample_end,False,0.43080011800409457,0.11282687496996058
30y,360,1,18320,201812,204811,202407,68,68,delisted,True,-0.9999786981657556,-0.9999829310367543
30y,360,1,18321,201812,204811,201912,13,13,delisted,True,4.542429180504256,4.435969264579029
30y,360,1,18322,201812,204811,202512,85,85,sample_end,False,-0.4989469971087258,-0.6102982936710829
30y,360,1,18323,192810,195809,195808,359,359,delisted,True,2.5186857222997343,1.1063412801309838
30y,360,1,18324,197606,200605,199202,189,189,delisted,True,-0.6097602393619062,-0.8409195780948608
30y,360,1,18325,201812,204811,202401,62,62,delisted,True,-0.9962689823530592,-0.9969510168839602
30y,360,1,18326,201811,204810,202204,42,42,delisted,True,-0.9648780900362383,-0.9692787004168466
30y,360,1,18327,201902,204901,202209,44,44,delisted,True,-0.49085545140241094,-0.5682131458161628
30y,360,1,18331,192910,195909,195909,360,360,complete,True,2.3076202769321346,0.952963508222729
30y,360,2,18331,195910,198909,197803,222,222,delisted,True,1.6375903677512267,0.21894949172099376
30y,360,1,18332,197709,200708,198502,90,90,delisted,True,1.879730577763393,0.6626368996143344
30y,360,1,18344,201901,204812,202305,53,53,delisted,True,-0.9967276830065462,-0.997296806876021
30y,360,1,18356,201901,204812,202502,74,74,delisted,True,0.39034042702037697,0.09470103766934579
30y,360,1,18357,201901,204812,202303,51,51,delisted,True,0.25153857311041916,0.04171732443528908
30y,360,1,18358,192910,195909,195909,360,360,complete,True,19.309330748868014,10.991516107693418
30y,360,2,18358,195910,198909,197902,233,233,delisted,True,1.1027031129594733,-0.10840519233411428
30y,360,1,18359,197212,200211,198706,175,175,delisted,True,-0.8298434958260673,-0.9364349270751123
30y,360,1,18360,201901,204812,202512,84,84,sample_end,False,0.4259731682597201,0.10553030353396209
30y,360,1,18361,201901,204812,202301,49,49,delisted,True,0.004650774362356502,-0.1563277467815023
30y,360,1,18363,201901,204812,202502,74,74,delisted,True,-0.9993083334351464,-0.9994554081205211
30y,360,1,18364,201901,204812,202512,84,84,sample_end,False,-0.9823830672402929,-0.9863419218154397
30y,360,1,18365,201901,204812,202512,84,84,sample_end,False,-0.9928030496190291,-0.994420339094526
30y,360,1,18366,192910,195909,195909,360,360,complete,True,2.171460143868712,0.8725686173695795
30y,360,2,18366,195910,198909,196109,24,24,delisted,True,0.07333382844782088,0.04828937245070497
30y,360,1,18367,198009,201008,198410,50,50,delisted,True,-0.7857139233822215,-0.8304840438531723
30y,360,1,18368,201901,204812,202512,84,84,sample_end,False,-0.9000754896260649,-0.9225303976658988
30y,360,1,18369,201901,204812,202512,84,84,sample_end,False,0.02297576495718534,-0.20690603924812512
30y,360,1,18370,201901,204812,202404,64,64,delisted,True,-0.9945941383973524,-0.9956685074437791
30y,360,1,18372,201901,204812,202512,84,84,sample_end,False,-0.9999825783313209,-0.9999864933064019
30y,360,1,18374,192909,195908,195908,360,360,complete,True,99.23218565202791,58.384137389728906
30y,360,2,18374,195909,198908,198908,360,360,complete,True,4.669044678034208,0.3285401653178084
30y,360,3,18374,198909,201908,199911,123,123,delisted,True,5.534263480213679,3.8376068308652673
30y,360,1,18375,198008,201007,198702,79,79,delisted,True,-0.9609374817968093,-0.9710531339121516
30y,360,1,18376,201902,204901,202512,83,83,sample_end,False,-0.9133330905504721,-0.9326806609041717
30y,360,1,18377,201902,204901,202512,83,83,sample_end,False,-0.8272020782352351,-0.8657775849603694
30y,360,1,18381,201902,204901,202002,13,13,delisted,True,-0.9293597699696261,-0.9312620571467018
30y,360,1,18382,192910,195909,195909,360,360,complete,True,34.83435089318046,20.158166227031444
30y,360,2,18382,195910,198909,198909,360,360,complete,True,16.392190390000255,3.076729427416061
30y,360,3,18382,198910,201909,200303,162,162,delisted,True,4.811619338743555,2.9438241983873183
30y,360,1,18390,192910,195909,195909,360,360,complete,True,0.9287523694541773,0.13881965841492394
30y,360,2,18390,195910,198909,197711,218,218,delisted,True,-1.0,-1.0
30y,360,1,18391,197212,200211,199109,226,226,delisted,True,0.5096196605279661,-0.5334703089913566
30y,360,1,18395,201902,204901,202512,83,83,sample_end,False,-0.9976128430668872,-0.99814575334374
30y,360,1,18396,201902,204901,202512,83,83,sample_end,False,-0.415096978425315,-0.5456710629505974
30y,360,1,18397,201902,204901,201910,9,9,delisted,True,0.8909700784549459,0.8495716288112174
30y,360,1,18399,201902,204901,202512,83,83,sample_end,False,-0.9942398157547939,-0.9955257225748507
30y,360,1,18400,201902,204901,202512,83,83,sample_end,False,0.38204311797757584,0.07351502315160863
30y,360,1,18401,201902,204901,202402,61,61,delisted,True,-0.8300744042844546,-0.8621697455296966
30y,360,1,18402,201902,204901,202512,83,83,sample_end,False,-0.9953575767150263,-0.9963939539400616
30y,360,1,18403,192910,195909,195909,360,360,complete,True,17.179786782212602,9.734140318507764
30y,360,2,18403,195910,198909,198909,360,360,complete,True,20.63026019216676,4.070132989043917
30y,360,3,18403,198910,201909,201909,360,360,complete,True,-0.9454078869896007,-0.9734224929747353
30y,360,4,18403,201910,204909,202004,7,7,delisted,True,-0.7142535441256846,-0.71384117780469
30y,360,1,18404,198207,201206,198603,45,45,delisted,True,-0.5714282374150612,-0.6179093660777657
30y,360,1,18405,201902,204901,202502,73,73,delisted,True,-0.9945534587854298,-0.9957034248807457
30y,360,1,18406,201902,204901,202512,83,83,sample_end,False,-0.8047567176176544,-0.8483429394637161
30y,360,1,18407,201902,204901,202111,34,34,delisted,True,1.5541643792672013,1.313072316527212
30y,360,1,18408,201902,204901,202203,38,38,delisted,True,-0.8840477866955244,-0.8984829306190655
30y,360,1,18409,201902,204901,202210,45,45,delisted,True,-0.9733025247988135,-0.9774503212023642
30y,360,1,18410,201902,204901,202512,83,83,sample_end,False,-0.26549576273072606,-0.42946690807234833
30y,360,1,18411,192910,195909,195909,360,360,complete,True,0.5716986710130056,-0.07200044339505085
30y,360,2,18411,195910,198909,198909,360,360,complete,True,12.616402855052922,2.1916848292244135
30y,360,3,18411,198910,201909,201909,360,360,complete,True,34.194306886990276,16.133920761779642
30y,360,4,18411,201910,204909,202512,75,75,sample_end,False,0.7964628683092196,0.4233985990119151
30y,360,1,18412,198105,201104,198208,16,16,delisted,True,-0.8939392405485173,-0.9032751927622609
30y,360,1,18413,201902,204901,202512,83,83,sample_end,False,-0.9999102200737816,-0.9999302625957764
30y,360,1,18414,201902,204901,202111,34,34,delisted,True,3.2156033633336563,2.8176851561854788
30y,360,1,18415,201902,204901,202305,52,52,delisted,True,-0.8906601649957432,-0.9095044223347764
30y,360,1,18416,201902,204901,202512,83,83,sample_end,False,-0.6294414946481164,-0.7121651869776848
30y,360,1,18418,201902,204901,202511,82,82,delisted,True,-0.7074947619435883,-0.7728414656158623
30y,360,1,18419,201903,204902,202512,82,82,sample_end,False,-0.9989800900161607,-0.9992044265274461
30y,360,1,18420,201903,204902,202512,82,82,sample_end,False,0.9898240650775736,0.5521479996360128
30y,360,1,18421,201903,204902,202512,82,82,sample_end,False,0.8134792629158931,0.41459150068453865
30y,360,1,18422,201903,204902,202110,32,32,delisted,True,0.3769111705463548,0.2583656546212081
30y,360,1,18423,201903,204902,202512,82,82,sample_end,False,0.7382019894352783,0.35587200306582334
30y,360,1,18424,201903,204902,202512,82,82,sample_end,False,0.06481137024698058,-0.16940152281548504
30y,360,1,18425,201903,204902,202501,71,71,delisted,True,-0.38559015315962564,-0.5111040559417683
30y,360,1,18426,201903,204902,202106,28,28,delisted,True,-0.09124047936420887,-0.1545234505173697
30y,360,1,18427,201904,204903,202512,81,81,sample_end,False,-0.9956176568590525,-0.9965623001378933
30y,360,1,18428,201904,204903,202512,81,81,sample_end,False,-0.3934522752976656,-0.5241976808964462
30y,360,1,18438,192910,195909,195909,360,360,complete,True,13.448956553675515,7.5312951665046555
30y,360,2,18438,195910,198909,198909,360,360,complete,True,56.745247692585,12.535486059141935
30y,360,3,18438,198910,201909,201909,360,360,complete,True,-0.38252460218212103,-0.6993896037637053
30y,360,4,18438,201910,204909,202404,55,55,delisted,True,1.7775911435382148,1.2745210443814936
30y,360,1,18439,197212,200211,199104,221,221,delisted,True,-0.9394958391980779,-0.98102532235206
30y,360,1,18446,192910,195909,195909,360,360,complete,True,73.5247821865515,43.00268709308332
30y,360,2,18446,195910,198909,198909,360,360,complete,True,5.325798355673497,0.48276713456987186
30y,360,3,18446,198910,201909,199504,67,67,delisted,True,1.1677215905036316,0.7838393601906126
30y,360,1,18447,198104,201103,198604,61,61,delisted,True,-0.9651475352576414,-0.9715981295607851
30y,360,1,18448,201903,204902,201911,9,9,delisted,True,0.03370876637357334,0.015896733884041003
30y,360,1,18452,201903,204902,202512,82,82,sample_end,False,-0.7525867651090399,-0.8070070794904636
30y,360,1,18453,201903,204902,202511,81,81,delisted,True,-0.9938346817175333,-0.995191796625441
30y,360,1,18454,192911,195910,195910,360,360,complete,True,12.285324409538763,6.817554839626542
30y,360,2,18454,195911,198910,196107,21,21,delisted,True,0.31013477648591037,0.2839320809561925
30y,360,1,18455,197212,200211,200012,337,337,delisted,True,18.885965294866498,3.8457754511628686
30y,360,1,18456,201903,204902,202404,62,62,delisted,True,9.825879975870818,7.727603546444948
30y,360,1,18457,201903,204902,202512,82,82,sample_end,False,-0.7134077630194121,-0.7764457797311406
30y,360,1,18458,201903,204902,202512,82,82,sample_end,False,-0.9920489439970094,-0.993797835755115
30y,360,1,18459,201903,204902,202512,82,82,sample_end,False,0.06740576388209796,-0.16737778465607323
30y,360,1,18460,201903,204902,202106,28,28,delisted,True,0.2959227408255123,0.20567901895835572
30y,360,1,18461,201903,204902,202501,71,71,delisted,True,-0.994887297995489,-0.9959317395610797
30y,360,1,18462,192911,195910,195910,360,360,complete,True,51.07587348906071,29.643286100705765
30y,360,2,18462,195911,198910,196407,57,57,delisted,True,1.3890538991523154,1.2584625284591011
30y,360,1,18463,197212,200211,197806,67,67,delisted,True,0.030305565347833685,-0.3299853378719608
30y,360,1,18464,201903,204902,202512,82,82,sample_end,False,-0.9290088771481823,-0.9446238834577229
30y,360,1,18465,201903,204902,202505,75,75,delisted,True,-0.9923651935990602,-0.9939965600522485
30y,360,1,18466,201903,204902,202512,82,82,sample_end,False,9.9761160026381,7.5618406150914605
30y,360,1,18467,201903,204902,202512,82,82,sample_end,False,-0.12454307558681688,-0.3171061010650492
30y,360,1,18468,201903,204902,202510,80,80,delisted,True,-0.8258903733638184,-0.8643573958577844
30y,360,1,18470,192911,195910,193205,31,31,delisted,True,-0.9622641624293722,-0.9523481759144627
30y,360,1,18471,198309,201308,198612,40,40,delisted,True,-0.8220864286566294,-0.8386702276144277
30y,360,1,18480,201904,204903,202512,81,81,sample_end,False,2.0985802366015918,1.4306606099742556
30y,360,1,18481,201904,204903,202512,81,81,sample_end,False,0.3768120955193974,0.0800310698378095
30y,360,1,18482,201904,204903,202512,81,81,sample_end,False,-0.6572538313118302,-0.7311350528835622
30y,360,1,18483,201904,204903,202512,81,81,sample_end,False,-0.9358932228617236,-0.9497118660405237
30y,360,1,18484,201904,204903,202512,81,81,sample_end,False,0.3917741530500245,0.09176795612343125
30y,360,1,18485,201904,204903,202512,81,81,sample_end,False,0.06106696452020555,-0.1676530932654281
30y,360,1,18489,192911,195910,195910,360,360,complete,True,7.891236684046062,4.231918184829828
30y,360,2,18489,195911,198910,196502,64,64,delisted,True,0.16202299091261407,0.09498320297534901
30y,360,1,18490,197212,200211,198306,127,127,delisted,True,5.002325824603414,1.5577750247556241
30y,360,1,18497,192909,195908,193612,88,88,delisted,True,-0.975000082711202,-0.9691072450645568
30y,360,1,18498,198302,201301,198811,70,70,delisted,True,-0.9777777555336425,-0.9819340356707418
30y,360,1,18514,201904,204903,202512,81,81,sample_end,False,-0.49037788385042025,-0.6002303283728778
30y,360,1,18515,201904,204903,202211,44,44,delisted,True,1.3910766549302367,1.0416325491385137
30y,360,1,18518,192911,195910,195304,282,282,delisted,True,2.8391627872865968,1.496899106017226
30y,360,1,18519,198105,201104,198606,62,62,delisted,True,-0.9558824426672055,-0.9641016040333151
30y,360,1,18526,192602,195601,194912,287,287,delisted,True,6.963461861303395,5.040083360903843
30y,360,1,18527,197212,200211,198705,174,174,delisted,True,2.8969367264671853,0.4609205765005189
30y,360,1,18529,201904,204903,202512,81,81,sample_end,False,-0.5094248547973317,-0.6151715977559029
30y,360,1,18533,201904,204903,202209,42,42,delisted,True,-0.9589745172524434,-0.9648636163263983
30y,360,1,18534,192912,195911,194605,198,198,delisted,True,3.238959670684312,2.9640001244777707
30y,360,1,18539,201904,204903,202512,81,81,sample_end,False,-0.8103094892801864,-0.8511985434341249
30y,360,1,18542,192912,195911,195911,360,360,complete,True,30.130724951086084,17.318419784142492
30y,360,2,18542,195912,198911,198911,360,360,complete,True,12.038493432679662,2.044731587933151
30y,360,3,18542,198912,201911,201911,360,360,complete,True,39.52802598801496,18.83794622208908
30y,360,4,18542,201912,204911,202512,73,73,sample_end,False,3.4826722031442046,2.5579846322721354
30y,360,1,18543,197212,200211,199708,297,297,delisted,True,0.6786648012484302,-0.5573669927056379
30y,360,1,18544,201904,204903,202103,24,24,delisted,True,-0.013942130654170382,-0.053681963690888845
30y,360,1,18545,201904,204903,202207,40,40,delisted,True,-0.35235463156447266,-0.444326412037938
30y,360,1,18546,201904,204903,202211,44,44,delisted,True,-0.9828205366383945,-0.9853312308062288
30y,360,1,18547,201904,204903,202512,81,81,sample_end,False,0.7150530887015216,0.34536196206219993
30y,360,1,18549,201904,204903,202311,56,56,delisted,True,-0.6254454775533516,-0.6899130479464883
30y,360,1,18550,192912,195911,195911,360,360,complete,True,43.47334258521441,25.169687983816715
30y,360,2,18550,195912,198911,198807,344,344,delisted,True,20.936356083737564,4.442437711914641
30y,360,1,18551,197212,200211,199612,289,289,delisted,True,43.93061887416266,11.011716521213762
30y,360,1,18552,201904,204903,202306,51,51,delisted,True,-0.9854359496688503,-0.9878659406235839
30y,360,1,18553,201904,204903,202512,81,81,sample_end,False,-0.7242645547038469,-0.7837011681226812
30y,360,1,18554,201904,204903,202512,81,81,sample_end,False,0.43200709934741255,0.12332842263422372
30y,360,1,18555,201904,204903,202409,66,66,delisted,True,-0.9911512540786916,-0.9928659632836927
30y,360,1,18556,201904,204903,202512,81,81,sample_end,False,-0.9999999549058027,-0.9999999646261576
30y,360,1,18558,201904,204903,202412,69,69,delisted,True,-0.9996884952430148,-0.999749100514139
30y,360,1,18559,201904,204903,202507,76,76,delisted,True,-0.9936214395679072,-0.9949807990795211
30y,360,1,18560,201904,204903,202512,81,81,sample_end,False,-0.014263660768124908,-0.22674570008263772
30y,360,1,18561,201904,204903,202403,60,60,delisted,True,-0.8918367834620448,-0.9119676947274653
30y,360,1,18562,201904,204903,202512,81,81,sample_end,False,-0.9999973835086315,-0.9999979475107889
30y,360,1,18563,201904,204903,202512,81,81,sample_end,False,6.09638090408462,4.566708692317077
30y,360,1,18564,201904,204903,202007,16,16,delisted,True,-0.13750124867739266,-0.1538091030767561
30y,360,1,18565,201904,204903,202103,24,24,delisted,True,-0.5732486111838135,-0.5904474282785888
30y,360,1,18566,201904,204903,202408,65,65,delisted,True,-0.25068927982321865,-0.3949215247640443
30y,360,1,18567,201904,204903,202207,40,40,delisted,True,1.5944592838233422,1.2260214761454225
30y,360,1,18568,201904,204903,202512,81,81,sample_end,False,-0.9999114768185109,-0.999930558580419
30y,360,1,18569,192912,195911,195911,360,360,complete,True,78.10887890943417,45.550462759632985
30y,360,2,18569,195912,198911,198804,341,341,delisted,True,11.011390084851014,2.015669244189757
30y,360,1,18570,197212,200211,200211,360,360,complete,True,72.44787194360957,16.176998182068683
30y,360,2,18570,200212,203211,201712,181,181,delisted,True,4.116603675490706,2.762880069958564
30y,360,1,18571,201904,204903,202512,81,81,sample_end,False,-0.6196348705166326,-0.701625109873876
30y,360,1,18572,201905,204904,202512,80,80,sample_end,False,-0.9875285097393315,-0.9901650206658973
30y,360,1,18573,201905,204904,202309,53,53,delisted,True,0.4931169701988596,0.23969035768132874
30y,360,1,18575,201905,204904,202512,80,80,sample_end,False,1.0552019807181074,0.6207260387730154
30y,360,1,18576,201905,204904,202512,80,80,sample_end,False,0.9655966524666211,0.5500635491138521
30y,360,1,18577,192911,195910,193307,45,45,delisted,True,-0.9208890735727062,-0.8955252650998334
30y,360,1,18578,201905,204904,202512,80,80,sample_end,False,0.9999901309103663,0.5771861417352728
30y,360,1,18579,201905,204904,202512,80,80,sample_end,False,-0.20965477983660796,-0.3767361602624426
30y,360,1,18580,201905,204904,202512,80,80,sample_end,False,-0.5756562625393367,-0.6653638176952066
30y,360,1,18585,192912,195911,195911,360,360,complete,True,12.368165848542557,6.866301672781839
30y,360,2,18585,195912,198911,197901,230,230,delisted,True,4.205557189857967,1.2407522896313945
30y,360,1,18586,197506,200505,197609,16,16,delisted,True,0.23076911185199345,0.13675202691885513
30y,360,1,18592,201906,204905,202512,79,79,sample_end,False,1.9377215585009742,1.3216099457486403
30y,360,1,18593,192512,195511,193609,130,130,delisted,True,1.242864005827672,1.8836822932070074
30y,360,1,18606,193001,195912,195912,360,360,complete,True,7.904429238118505,4.209393976042122
30y,360,2,18606,196001,198912,198501,301,301,delisted,True,5.502109538193072,0.8119622788898246
30y,360,1,18607,198012,201011,199006,115,115,delisted,True,-0.5666674139106813,-0.7147810922968687
30y,360,1,18614,192606,195605,194912,283,283,delisted,True,7.226833343171178,5.2049844706969095
30y,360,1,18623,197212,200211,199110,227,227,delisted,True,5.162710517373398,0.9017389078357527
30y,360,1,18630,193001,195912,193205,29,29,delisted,True,-0.989155047763564,-0.9863844395279782
30y,360,1,18631,197612,200611,198005,42,42,delisted,True,0.711109589434143,0.21325618810733893
30y,360,1,18642,201905,204904,202407,63,63,delisted,True,-0.49793672942915257,-0.5920987325369147
30y,360,1,18643,201905,204904,202512,80,80,sample_end,False,-0.9937413751605175,-0.9950644674638176
30y,360,1,18644,201905,204904,202512,80,80,sample_end,False,-0.9893617276284834,-0.9916106907243968
30y,360,1,18645,201905,204904,202512,80,80,sample_end,False,-0.9872727297329342,-0.9899633133298521
30y,360,1,18646,201905,204904,202310,54,54,delisted,True,-0.9841449527195546,-0.9868309797724737
30y,360,1,18647,201905,204904,202512,80,80,sample_end,False,-0.4099974477493594,-0.5347257795844311
30y,360,1,18648,201905,204904,202512,80,80,sample_end,False,-0.8981457783022464,-0.919678070178373
30y,360,1,18649,193001,195912,195912,360,360,complete,True,16.83972267484179,9.436844558070694
30y,360,2,18649,196001,198912,198912,360,360,complete,True,10.545689420452534,1.6918578030238276
30y,360,3,18649,199001,201912,201912,360,360,complete,True,14.47153258036606,6.592053119709218
30y,360,4,18649,202001,204912,202512,72,72,sample_end,False,0.3795812588866079,0.09400443883157372
30y,360,1,18650,198109,201108,201108,360,360,complete,True,-0.806536017729848,-0.9211780195390096
30y,360,2,18650,201109,204108,201410,38,38,delisted,True,1.4118793075122253,1.3012774033953032
30y,360,1,18652,201905,204904,202512,80,80,sample_end,False,0.6970928872080357,0.3383222954823537
30y,360,1,18655,201905,204904,202201,33,33,delisted,True,2.0885053621842258,1.8072807499802748
30y,360,1,18656,201905,204904,202512,80,80,sample_end,False,2.089336315106141,1.436241233414008
30y,360,1,18657,193001,195912,195409,297,297,delisted,True,-0.902173816424895,-0.9372160314368729
30y,360,1,18658,197212,200211,198407,140,140,delisted,True,2.4722150407191323,0.414235520907698
30y,360,1,18659,201905,204904,202309,53,53,delisted,True,-0.9835897572208981,-0.9863750662898482
30y,360,1,18660,201905,204904,202512,80,80,sample_end,False,-0.5347156078452715,-0.6330781417715678
30y,360,1,18661,201905,204904,202210,42,42,delisted,True,-0.95187056226757,-0.9587285694748969
